Dates,Gold Price,US CPI,Real Gold Price,US 10 Year Treasury Yield,US 10 Year Treasury Real Yield,Gold ETF Market Cap,Gold ETF Gold Holdings
4/30/2019,1285.7,255.211,5.037792258,2.503,0.553,42997,33502185
5/31/2019,1311.1,255.29,5.135727996,2.125,0.385,43088.7,32981017
6/28/2019,1413.7,255.159,5.540466925,2.006,0.304,49394.3,35003186
7/31/2019,1437.8,255.685,5.623325576,2.015,0.266,51362.4,36370935
8/30/2019,1529.4,256.059,5.972842197,1.498,-0.044,59003,38727921
9/30/2019,1472.9,256.511,5.742053947,1.666,0.146,59838.5,40617619
10/31/2019,1514.8,257.244,5.888572717,1.692,0.142,61835.8,40913260
11/29/2019,1472.7,257.803,5.712501406,1.777,0.157,58985.7,40321984
12/31/2019,1523.1,258.616,5.889426795,1.919,0.134,61131.9,40296166
1/31/2020,1587.9,259.037,6.130012315,1.508,-0.133,65032.6,40995781
2/28/2020,1566.7,259.248,6.043248164,1.15,-0.28,66505.8,42183151
3/31/2020,1596.6,258.124,6.185399265,0.67,-0.255,68747.8,43652135
4/30/2020,1694.2,256.092,6.615591272,0.64,-0.429,80239.8,47542202
5/29/2020,1751.7,255.868,6.84610815,0.653,-0.505,87144.1,50313314
6/30/2020,1800.5,256.986,7.006218238,0.657,-0.705,93570,52561261
7/31/2020,1985.9,258.278,7.689001773,0.529,-1.025,110010,55731007
8/31/2020,1978.6,259.411,7.62727872,0.706,-1.099,111121.4,56485861
9/30/2020,1895.5,260.029,7.289571548,0.685,-0.948,108354.1,57456475
10/30/2020,1879.9,260.286,7.222439931,0.875,-0.833,107676.3,57384706
11/30/2020,1780.9,260.813,6.828263929,0.841,-0.96,98385.6,55387783
12/31/2020,1895.1,262.035,7.232239968,0.916,-1.087,103656.3,54521956
1/29/2021,1850.3,262.65,7.044736341,1.067,-1.035,99827.2,54236662
2/26/2021,1728.8,263.638,6.55747654,1.407,-0.741,89495.7,51865166
3/31/2021,1715.6,264.914,6.47606393,1.742,-0.632,84575.9,49558859
4/30/2021,1767.7,266.67,6.62879214,1.628,-0.779,86003.7,48637053
5/31/2021,1905.3,268.444,7.097569698,1.596,-0.858,94508.5,49633440
6/30/2021,1771.6,270.559,6.547924852,1.469,-0.876,88203.7,49853689
7/30/2021,1817.2,271.764,6.686684035,1.224,-1.176,89311.6,49221284
8/31/2021,1818.1,272.87,6.66287976,1.31,-1.028,87227.6,48096896
9/30/2021,1757,274.028,6.411753543,1.488,-0.888,83991.9,47844471
10/29/2021,1783.9,276.522,6.451204606,1.555,-1.032,84655.1,47493261
11/30/2021,1776.5,278.711,6.373985957,1.447,-1.083,84801,47899068
12/31/2021,1828.6,280.887,6.510091247,1.512,-1.099,86274.9,47152892
1/31/2022,1796.4,282.599,6.356710392,1.778,-0.708,87241.7,48483571
2/28/2022,1900.7,284.61,6.678261481,1.827,-0.795,93789.4,49103243
3/31/2022,1954,287.472,6.797183726,2.341,-0.488,100081,51699040
4/29/2022,1911.7,288.611,6.623794658,2.937,-0.001,98431.6,51919343
5/31/2022,1848.4,291.268,6.346045566,2.847,0.198,93629.7,51033722
6/30/2022,1807.3,294.728,6.132094677,3.016,0.671,90619.2,50170485
7/29/2022,1781.8,294.628,6.047626159,2.651,0.099,85296.9075,48450603
8/31/2022,1726.2,295.32,5.845184884,3.195,0.712,80736.282,47239753
9/30/2022,1672,296.539,5.638381461,3.832,1.676,75730.311,45610962
10/31/2022,1640.7,297.987,5.50594489,4.05,1.539,72320.576,44330040
11/30/2022,1759.9,298.598,5.893877387,3.607,1.243,77359.856,43698855
12/30/2022,1826.2,298.99,6.107896585,3.877,1.576,80079.8455,43932820
1/31/2023,1945.3,300.536,6.472768653,3.511,1.264,84868.333,44008713
2/28/2023,1836.7,301.648,6.088885058,3.923,1.547,79806.293,43720616
3/31/2023,1986.2,301.808,6.581005142,3.47,1.147,86947.9875,44123106
4/28/2023,1999.1,302.918,6.599475766,3.425,1.217,88188.1695,44350471
5/31/2023,1982.1,303.294,6.535243032,3.646,1.481,88009.232,44851242
6/30/2023,1929.4,303.841,6.35003176,3.84,1.62,84587.8445,44067320
7/31/2023,2009.2,303.841,6.612669126,3.962,1.588,85684.055,43635660
